,elevation,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
NGA.33_1,NGA,Nigeria,NGA.33_1,Rivers,State,2860.5833333333335
NGA.3_1,NGA,Nigeria,NGA.3_1,Akwa Ibom,State,2723.3809523809523
MYS.11_1,MYS,Malaysia,MYS.11_1,Pulau Pinang,State,2537.0
PHL.77_1,PHL,Philippines,PHL.77_1,Tawi-Tawi,Province,1685.25
COL.29_1,COL,Colombia,COL.29_1,Tolima,Department,1789.7101449275362
SUR.9_1,SUR,Suriname,SUR.9_1,Sipaliwini,District,2180.3231707317073
SUR.1_1,SUR,Suriname,SUR.1_1,Brokopondo,District,2293.391304347826
NGA.6_1,NGA,Nigeria,NGA.6_1,Bayelsa,State,3138.7241379310344
CMR.5_1,CMR,Cameroon,CMR.5_1,Littoral,Region,2578.8032786885246
CAF.8_1,CAF,Central African Republic,CAF.8_1,Mambéré-Kadéï,Prefecture,1502.5882352941176
COD.1_1,COD,Democratic Republic of the Congo,COD.1_1,Bas-Uélé,Province,1707.7844036697247
SOM.8_1,SOM,Somalia,SOM.8_1,Hiiraan,Region,313.42
BRA.23_1,BRA,Brazil,BRA.23_1,Roraima,State,2077.5644916540214
LBR.10_1,LBR,Liberia,LBR.10_1,Maryland,County,2662.8888888888887
COD.20_1,COD,Democratic Republic of the Congo,COD.20_1,Nord-Ubangi,Province,1679.41875
COD.5_1,COD,Democratic Republic of the Congo,COD.5_1,Haut-Uélé,Province,1701.2397003745318
COL.30_1,COL,Colombia,COL.30_1,Valle del Cauca,Department,2634.3387096774195
LBR.7_1,LBR,Liberia,LBR.7_1,GrandKru,County,3086.5
CAF.7_1,CAF,Central African Republic,CAF.7_1,Lobaye,Prefecture,1578.4736842105262
KEN.43_1,KEN,Kenya,KEN.43_1,Turkana,County,402.0217391304348
SOM.2_1,SOM,Somalia,SOM.2_1,Bakool,Region,336.4155844155844
BRN.2_1,BRN,Brunei,BRN.2_1,Brunei and Muara,District,3710.0
MYS.14_1,MYS,Malaysia,MYS.14_1,Sarawak,State,3529.7555555555555
COL.20_1,COL,Colombia,COL.20_1,Meta,Department,2577.293172690763
COD.23_1,COD,Democratic Republic of the Congo,COD.23_1,Sud-Ubangi,Province,1702.2244897959183
BRN.4_1,BRN,Brunei,BRN.4_1,Tutong,District,3490.3333333333335
BRN.3_1,BRN,Brunei,BRN.3_1,Temburong,District,3634.4
COL.24_1,COL,Colombia,COL.24_1,Quindío,Department,1902.5
MYS.8_1,MYS,Malaysia,MYS.8_1,Pahang,State,2528.735849056604
BRN.1_1,BRN,Brunei,BRN.1_1,Belait,District,3274.3333333333335
GUY.10_1,GUY,Guyana,GUY.10_1,Upper Takutu-Upper Essequibo,Region,1721.030303030303
CAF.2_1,CAF,Central African Republic,CAF.2_1,Bangui,Autonomous Commune,1534.0
KEN.25_1,KEN,Kenya,KEN.25_1,Marsabit,County,297.99122807017545
IDN.29_1,IDN,Indonesia,IDN.29_1,Sulawesi Utara,Province,2261.243902439024
BRA.3_1,BRA,Brazil,BRA.3_1,Amapá,State,2464.8785714285714
KEN.24_1,KEN,Kenya,KEN.24_1,Mandera,County,307.0921052631579
IDN.32_1,IDN,Indonesia,IDN.32_1,Sumatera Utara,Province,2693.9074074074074
IDN.15_1,IDN,Indonesia,IDN.15_1,Kalimantan Timur,Province,2888.4493006993007
CAF.16_1,CAF,Central African Republic,CAF.16_1,Sangha-Mbaéré,Economic Prefecture,1582.9074074074074
UGA.28_1,UGA,Uganda,UGA.28_1,Kotido,District,836.4761904761905
SOM.7_1,SOM,Somalia,SOM.7_1,Gedo,Region,359.3984962406015
IDN.16_1,IDN,Indonesia,IDN.16_1,Kepulauan Riau,Province,2441.5238095238096
COL.15_1,COL,Colombia,COL.15_1,Guainía,Commissiary,3176.086956521739
SOM.5_1,SOM,Somalia,SOM.5_1,Bay,Region,451.1653543307087
COL.17_1,COL,Colombia,COL.17_1,Huila,Department,1715.4666666666667
GNQ.2_1,GNQ,Equatorial Guinea,GNQ.2_1,Bioko Norte,Province,2397.0
UGA.58_1,UGA,Uganda,UGA.58_1,Yumbe,District,1251.1666666666667
UGA.41_1,UGA,Uganda,UGA.41_1,Moyo,District,1138.2
UGA.27_1,UGA,Uganda,UGA.27_1,Kitgum,District,1093.2142857142858
SOM.14_1,SOM,Somalia,SOM.14_1,Shabeellaha Dhexe,Region,375.7647058823529
MYS.15_1,MYS,Malaysia,MYS.15_1,Selangor,State,2400.16
GNQ.3_1,GNQ,Equatorial Guinea,GNQ.3_1,Bioko Sur,Province,2672.25
CMR.10_1,CMR,Cameroon,CMR.10_1,Sud,Region,1870.611510791367
COG.7_1,COG,Republic of Congo,COG.7_1,Likouala,Region,1690.625641025641
COD.6_1,COD,Democratic Republic of the Congo,COD.6_1,Ituri,Province,1509.375
UGA.3_1,UGA,Uganda,UGA.3_1,Arua,District,1275.0588235294117
KEN.46_1,KEN,Kenya,KEN.46_1,Wajir,County,338.94011976047904
UGA.1_1,UGA,Uganda,UGA.1_1,Adjumani,District,1207.125
UGA.8_1,UGA,Uganda,UGA.8_1,Gulu,District,1243.9705882352941
COL.10_1,COL,Colombia,COL.10_1,Cauca,Department,2772.0344827586205
UGA.49_1,UGA,Uganda,UGA.49_1,Pader,District,1202.9411764705883
SOM.15_1,SOM,Somalia,SOM.15_1,Shabeellaha Hoose,Region,507.5584415584416
COD.18_1,COD,Democratic Republic of the Congo,COD.18_1,Mongala,Province,1799.6060606060605
UGA.40_1,UGA,Uganda,UGA.40_1,Moroto,District,805.08
MYS.7_1,MYS,Malaysia,MYS.7_1,Negeri Sembilan,State,1980.2222222222222
COL.8_1,COL,Colombia,COL.8_1,Caquetá,Intendancy,2714.655303030303
COL.16_1,COL,Colombia,COL.16_1,Guaviare,Commissiary,2642.067901234568
UGA.47_1,UGA,Uganda,UGA.47_1,Nebbi,District,1109.111111111111
MYS.1_1,MYS,Malaysia,MYS.1_1,Johor,State,2402.5185185185187
COL.21_1,COL,Colombia,COL.21_1,Nariño,Department,2965.946808510638
COG.12_1,COG,Republic of Congo,COG.12_1,Sangha,Region,1628.1084337349398
UGA.2_1,UGA,Uganda,UGA.2_1,Apac,District,1298.7894736842106
UGA.33_1,UGA,Uganda,UGA.33_1,Lira,District,1285.6818181818182
KEN.47_1,KEN,Kenya,KEN.47_1,West Pokot,County,792.925925925926
IDN.18_1,IDN,Indonesia,IDN.18_1,Maluku Utara,Province,2126.3854166666665
BRA.14_1,BRA,Brazil,BRA.14_1,Pará,State,2110.7341530054646
UGA.45_1,UGA,Uganda,UGA.45_1,Nakapiripirit,District,933.35
KEN.37_1,KEN,Kenya,KEN.37_1,Samburu,County,542.5645161290323
MYS.6_1,MYS,Malaysia,MYS.6_1,Melaka,State,1937.0
GAB.9_1,GAB,Gabon,GAB.9_1,Wouleu-Ntem,Province,1726.4122807017543
COD.25_1,COD,Democratic Republic of the Congo,COD.25_1,Tshopo,Province,1786.9022298456262
UGA.36_1,UGA,Uganda,UGA.36_1,Masindi,District,1197.6666666666667
UGA.22_1,UGA,Uganda,UGA.22_1,Katakwi,District,1158.4615384615386
IDN.24_1,IDN,Indonesia,IDN.24_1,Riau,Province,2561.878787878788
BRA.4_1,BRA,Brazil,BRA.4_1,Amazonas,State,2519.134535970441
GNQ.6_1,GNQ,Equatorial Guinea,GNQ.6_1,Litoral,Province,2441.4736842105262
GNQ.4_1,GNQ,Equatorial Guinea,GNQ.4_1,Centro Sur,Province,2269.076923076923
GNQ.5_1,GNQ,Equatorial Guinea,GNQ.5_1,Kié-Ntem,Province,1929.7
COD.2_1,COD,Democratic Republic of the Congo,COD.2_1,Équateur,Province,1855.160655737705
SOM.3_1,SOM,Somalia,SOM.3_1,Banaadir,Region,476.0
COL.31_1,COL,Colombia,COL.31_1,Vaupés,Commissiary,3076.567741935484
GNQ.7_1,GNQ,Equatorial Guinea,GNQ.7_1,Wele-Nzas,Province,1990.2941176470588
UGA.31_1,UGA,Uganda,UGA.31_1,Lake Albert,Water body,957.0
UGA.14_1,UGA,Uganda,UGA.14_1,Kaberamaido,District,1313.0
UGA.55_1,UGA,Uganda,UGA.55_1,Soroti,District,1273.2
KEN.9_1,KEN,Kenya,KEN.9_1,Isiolo,County,391.8888888888889
SOM.9_1,SOM,Somalia,SOM.9_1,Jubbada Dhexe,Region,533.3392857142857
IDN.12_1,IDN,Indonesia,IDN.12_1,Kalimantan Barat,Province,3307.2906976744184
COD.26_1,COD,Democratic Republic of the Congo,COD.26_1,Tshuapa,Province,2013.9974226804125
STP.1_1,STP,São Tomé and Príncipe,STP.1_1,Príncipe,Municipality,2168.0
UGA.9_1,UGA,Uganda,UGA.9_1,Hoima,District,1205.5
UGA.46_1,UGA,Uganda,UGA.46_1,Nakasongola,District,1161.8181818181818
UGA.29_1,UGA,Uganda,UGA.29_1,Kumi,District,1224.0
UGA.20_1,UGA,Uganda,UGA.20_1,Kapchorwa,District,1278.2
GAB.6_1,GAB,Gabon,GAB.6_1,Ogooué-Ivindo,Province,1668.5555555555557
UGA.34_1,UGA,Uganda,UGA.34_1,Luwero,District,1185.1
UGA.23_1,UGA,Uganda,UGA.23_1,Kayunga,District,1253.0
UGA.17_1,UGA,Uganda,UGA.17_1,Kamuli,District,1252.6153846153845
KEN.1_1,KEN,Kenya,KEN.1_1,Baringo,County,815.90625
SGP.3_1,SGP,Singapore,SGP.3_1,North,Region,2304.0
SGP.4_1,SGP,Singapore,SGP.4_1,North-East,Region,2289.0
ECU.8_1,ECU,Ecuador,ECU.8_1,Esmeraldas,Province,1993.2666666666667
COL.23_1,COL,Colombia,COL.23_1,Putumayo,Intendancy,3284.7702702702704
COG.3_1,COG,Republic of Congo,COG.3_1,Cuvette-Ouest,Region,1706.5405405405406
UGA.25_1,UGA,Uganda,UGA.25_1,Kiboga,District,1167.0
UGA.50_1,UGA,Uganda,UGA.50_1,Pallisa,District,1279.1666666666667
UGA.54_1,UGA,Uganda,UGA.54_1,Sironko,District,1442.5
KEN.42_1,KEN,Kenya,KEN.42_1,Trans Nzoia,County,1136.1666666666667
KEN.5_1,KEN,Kenya,KEN.5_1,Elgeyo-Marakwet,County,1054.888888888889
SOM.10_1,SOM,Somalia,SOM.10_1,Jubbada Hoose,Region,473.3191489361702
IDN.27_1,IDN,Indonesia,IDN.27_1,Sulawesi Tengah,Province,1950.3932584269662
ECU.4_1,ECU,Ecuador,ECU.4_1,Carchi,Province,1421.2
UGA.5_1,UGA,Uganda,UGA.5_1,Bundibugyo,District,1203.1666666666667
UGA.24_1,UGA,Uganda,UGA.24_1,Kibale,District,1242.7272727272727
UGA.38_1,UGA,Uganda,UGA.38_1,Mbale,District,1499.25
KEN.3_1,KEN,Kenya,KEN.3_1,Bungoma,County,1495.1
GAB.1_1,GAB,Gabon,GAB.1_1,Estuaire,Province,2411.1929824561403
UGA.30_1,UGA,Uganda,UGA.30_1,Kyenjojo,District,1179.2307692307693
UGA.10_1,UGA,Uganda,UGA.10_1,Iganga,District,1284.375
UGA.56_1,UGA,Uganda,UGA.56_1,Tororo,District,1249.8
KEN.44_1,KEN,Kenya,KEN.44_1,Uasin Gishu,County,1164.5454545454545
KEN.7_1,KEN,Kenya,KEN.7_1,Garissa,County,419.3984375
IDN.6_1,IDN,Indonesia,IDN.6_1,Gorontalo,Province,1959.0882352941176
ECU.11_1,ECU,Ecuador,ECU.11_1,Imbabura,Province,1217.6
COD.19_1,COD,Democratic Republic of the Congo,COD.19_1,Nord-Kivu,Province,1473.2441860465117
UGA.13_1,UGA,Uganda,UGA.13_1,Kabarole,District,1375.4
UGA.43_1,UGA,Uganda,UGA.43_1,Mubende,District,1050.8235294117646
KEN.4_1,KEN,Kenya,KEN.4_1,Busia,County,1552.25
KEN.20_1,KEN,Kenya,KEN.20_1,Laikipia,County,766.5925925925926
IDN.30_1,IDN,Indonesia,IDN.30_1,Sumatera Barat,Province,2884.548387096774
IDN.14_1,IDN,Indonesia,IDN.14_1,Kalimantan Tengah,Province,2957.208520179372
ECU.9_1,ECU,Ecuador,ECU.9_1,Galápagos,Province,338.75
ECU.22_1,ECU,Ecuador,ECU.22_1,Sucumbios,Province,3006.1153846153848
UGA.44_1,UGA,Uganda,UGA.44_1,Mukono,District,1423.4
UGA.11_1,UGA,Uganda,UGA.11_1,Jinja,District,1341.5
UGA.4_1,UGA,Uganda,UGA.4_1,Bugiri,District,1332.3333333333333
UGA.7_1,UGA,Uganda,UGA.7_1,Busia,District,1525.0
KEN.26_1,KEN,Kenya,KEN.26_1,Meru,County,1108.1818181818182
COG.4_1,COG,Republic of Congo,COG.4_1,Cuvette,Region,1681.6666666666667
UGA.21_1,UGA,Uganda,UGA.21_1,Kasese,District,1130.7272727272727
UGA.18_1,UGA,Uganda,UGA.18_1,Kamwenge,District,1072.375
UGA.57_1,UGA,Uganda,UGA.57_1,Wakiso,District,1290.1666666666667
UGA.32_1,UGA,Uganda,UGA.32_1,Lake Victoria,Water body,1540.392857142857
UGA.37_1,UGA,Uganda,UGA.37_1,Mayuge,District,1357.6666666666667
KEN.11_1,KEN,Kenya,KEN.11_1,Kakamega,County,1802.875
KEN.32_1,KEN,Kenya,KEN.32_1,Nandi,County,1517.5714285714287
ECU.14_1,ECU,Ecuador,ECU.14_1,Manabi,Province,1207.1964285714287
ECU.19_1,ECU,Ecuador,ECU.19_1,Pichincha,Province,1538.2692307692307
STP.2_1,STP,São Tomé and Príncipe,STP.2_1,São Tomé,Municipality,2890.0
GAB.7_1,GAB,Gabon,GAB.7_1,Ogooué-Lolo,Province,1747.5764705882352
UGA.42_1,UGA,Uganda,UGA.42_1,Mpigi,District,1096.1818181818182
KEN.38_1,KEN,Kenya,KEN.38_1,Siaya,County,1228.2222222222222
COL.1_1,COL,Colombia,COL.1_1,Amazonas,Commissiary,2925.143312101911
GAB.3_1,GAB,Gabon,GAB.3_1,Moyen-Ogooué,Province,2071.2156862745096
UGA.39_1,UGA,Uganda,UGA.39_1,Mbarara,District,898.6428571428571
UGA.53_1,UGA,Uganda,UGA.53_1,Sembabule,District,842.3333333333334
KEN.45_1,KEN,Kenya,KEN.45_1,Vihiga,County,1854.5
KEN.31_1,KEN,Kenya,KEN.31_1,Nakuru,County,924.8888888888889
ECU.21_1,ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas,Province,2629.1111111111113
ECU.16_1,ECU,Ecuador,ECU.16_1,Napo,Province,2518.3142857142857
ECU.17_1,ECU,Ecuador,ECU.17_1,Orellana,Province,3334.7384615384617
PER.17_1,PER,Peru,PER.17_1,Loreto,Region,2609.8466424682397
GAB.2_1,GAB,Gabon,GAB.2_1,Haut-Ogooué,Province,1841.37
COD.17_1,COD,Democratic Republic of the Congo,COD.17_1,Maniema,Province,1607.0373333333334
UGA.35_1,UGA,Uganda,UGA.35_1,Masaka,District,1076.25
KEN.17_1,KEN,Kenya,KEN.17_1,Kisumu,County,1314.375
KEN.12_1,KEN,Kenya,KEN.12_1,Kericho,County,1447.7777777777778
KEN.35_1,KEN,Kenya,KEN.35_1,Nyandarua,County,1078.625
KEN.36_1,KEN,Kenya,KEN.36_1,Nyeri,County,1251.7777777777778
KEN.41_1,KEN,Kenya,KEN.41_1,Tharaka-Nithi,County,836.75
KEN.18_1,KEN,Kenya,KEN.18_1,Kitui,County,680.4943820224719
KEN.40_1,KEN,Kenya,KEN.40_1,Tana River,County,564.6194690265487
IDN.22_1,IDN,Indonesia,IDN.22_1,Papua Barat,Province,3036.4609929078015
UGA.6_1,UGA,Uganda,UGA.6_1,Bushenyi,District,1099.3076923076924
UGA.51_1,UGA,Uganda,UGA.51_1,Rakai,District,995.6363636363636
UGA.15_1,UGA,Uganda,UGA.15_1,Kalangala,District,1785.5
KEN.6_1,KEN,Kenya,KEN.6_1,Embu,County,1004.375
ECU.6_1,ECU,Ecuador,ECU.6_1,Cotopaxi,Province,1354.2
UGA.52_1,UGA,Uganda,UGA.52_1,Rukungiri,District,1022.0
KEN.8_1,KEN,Kenya,KEN.8_1,Homa Bay,County,1204.6923076923076
KEN.2_1,KEN,Kenya,KEN.2_1,Bomet,County,1384.5555555555557
KEN.15_1,KEN,Kenya,KEN.15_1,Kirinyaga,County,1409.5
ECU.13_1,ECU,Ecuador,ECU.13_1,Los Rios,Province,1987.590909090909
GAB.8_1,GAB,Gabon,GAB.8_1,Ogooué-Maritime,Province,1892.641791044776
KEN.16_1,KEN,Kenya,KEN.16_1,Kisii,County,1708.0
KEN.34_1,KEN,Kenya,KEN.34_1,Nyamira,County,1768.0
KEN.33_1,KEN,Kenya,KEN.33_1,Narok,County,996.2075471698113
KEN.29_1,KEN,Kenya,KEN.29_1,Murang'a,County,1328.0
GAB.4_1,GAB,Gabon,GAB.4_1,Ngounié,Province,1942.017391304348
COD.16_1,COD,Democratic Republic of the Congo,COD.16_1,Maï-Ndombe,Province,1705.1989389920425
UGA.19_1,UGA,Uganda,UGA.19_1,Kanungu,District,1119.3333333333333
UGA.48_1,UGA,Uganda,UGA.48_1,Ntungamo,District,966.0
KEN.27_1,KEN,Kenya,KEN.27_1,Migori,County,1323.5555555555557
IDN.23_1,IDN,Indonesia,IDN.23_1,Papua,Province,3121.568008705114
ECU.10_1,ECU,Ecuador,ECU.10_1,Guayas,Province,1033.5714285714287
KEN.13_1,KEN,Kenya,KEN.13_1,Kiambu,County,1120.2857142857142
KEN.22_1,KEN,Kenya,KEN.22_1,Machakos,County,743.9411764705883
IDN.8_1,IDN,Indonesia,IDN.8_1,Jambi,Province,2645.669014084507
ECU.23_1,ECU,Ecuador,ECU.23_1,Tungurahua,Province,1007.8888888888889
ECU.18_1,ECU,Ecuador,ECU.18_1,Pastaza,Province,3626.6470588235293
COG.9_1,COG,Republic of Congo,COG.9_1,Plateaux,Region,1811.719298245614
UGA.26_1,UGA,Uganda,UGA.26_1,Kisoro,District,1304.5
UGA.12_1,UGA,Uganda,UGA.12_1,Kabale,District,1125.5
RWA.3_1,RWA,Rwanda,RWA.3_1,Iburasirazuba,Province,923.5384615384615
TZA.6_1,TZA,Tanzania,TZA.6_1,Kagera,Region,1240.5566037735848
TZA.12_1,TZA,Tanzania,TZA.12_1,Mara,Region,1068.3736263736264
KEN.10_1,KEN,Kenya,KEN.10_1,Kajiado,County,616.6
ECU.2_1,ECU,Ecuador,ECU.2_1,Bolivar,Province,1218.8333333333333
BRA.10_1,BRA,Brazil,BRA.10_1,Maranhão,State,1513.8034800409416
KEN.30_1,KEN,Kenya,KEN.30_1,Nairobi,County,779.5
IDN.25_1,IDN,Indonesia,IDN.25_1,Sulawesi Barat,Province,2454.108695652174
RWA.1_1,RWA,Rwanda,RWA.1_1,Amajyaruguru,Province,1191.8181818181818
IDN.13_1,IDN,Indonesia,IDN.13_1,Kalimantan Selatan,Province,2524.324324324324
PNG.16_1,PNG,Papua New Guinea,PNG.16_1,New Ireland,Province,2914.7096774193546
ECU.5_1,ECU,Ecuador,ECU.5_1,Chimborazo,Province,877.5555555555555
ECU.15_1,ECU,Ecuador,ECU.15_1,Morona Santiago,Province,2372.942857142857
RWA.4_1,RWA,Rwanda,RWA.4_1,Iburengerazuba,Province,1421.5
TZA.16_1,TZA,Tanzania,TZA.16_1,Mwanza,Region,1122.9605263157894
KEN.23_1,KEN,Kenya,KEN.23_1,Makueni,County,687.304347826087
IDN.3_1,IDN,Indonesia,IDN.3_1,Bangka Belitung,Province,2812.0
ECU.20_1,ECU,Ecuador,ECU.20_1,Santa Elena,Province,501.0
COD.21_1,COD,Democratic Republic of the Congo,COD.21_1,Sankuru,Province,1653.9333333333334
COD.22_1,COD,Democratic Republic of the Congo,COD.22_1,Sud-Kivu,Province,1602.7567567567567
TZA.1_1,TZA,Tanzania,TZA.1_1,Arusha,Region,669.6363636363636
KEN.21_1,KEN,Kenya,KEN.21_1,Lamu,County,908.7142857142857
IDN.31_1,IDN,Indonesia,IDN.31_1,Sumatera Selatan,Province,2735.2529644268775
COG.8_1,COG,Republic of Congo,COG.8_1,Niari,Region,1515.5675675675675
RWA.2_1,RWA,Rwanda,RWA.2_1,Amajyepfo,Province,1268.7222222222222
RWA.5_1,RWA,Rwanda,RWA.5_1,Umujyi wa Kigali,Province,1021.0
IDN.26_1,IDN,Indonesia,IDN.26_1,Sulawesi Selatan,Province,2449.0148148148146
PNG.12_1,PNG,Papua New Guinea,PNG.12_1,Manus,Province,3635.5
COG.6_1,COG,Republic of Congo,COG.6_1,Lékoumou,Region,1677.741935483871
TZA.24_1,TZA,Tanzania,TZA.24_1,Simiyu,Region,785.0140845070423
ECU.3_1,ECU,Ecuador,ECU.3_1,Cañar,Province,1067.6666666666667
BRA.24_1,BRA,Brazil,BRA.24_1,Santa Catarina,State,1677.1207430340557
GAB.5_1,GAB,Gabon,GAB.5_1,Nyanga,Province,1563.741935483871
COD.9_1,COD,Democratic Republic of the Congo,COD.9_1,Kasaï,Province,1623.4689655172415
BDI.10_1,BDI,Burundi,BDI.10_1,Kirundo,Province,1038.6
BDI.13_1,BDI,Burundi,BDI.13_1,Muyinga,Province,1021.2857142857143
TZA.4_1,TZA,Tanzania,TZA.4_1,Geita,Region,964.9
KEN.14_1,KEN,Kenya,KEN.14_1,Kilifi,County,853.921052631579
IDN.5_1,IDN,Indonesia,IDN.5_1,Bengkulu,Province,3016.8275862068967
ECU.1_1,ECU,Ecuador,ECU.1_1,Azuay,Province,902.4615384615385
BDI.6_1,BDI,Burundi,BDI.6_1,Cibitoke,Province,1329.5
BDI.15_1,BDI,Burundi,BDI.15_1,Ngozi,Province,1154.4
KEN.39_1,KEN,Kenya,KEN.39_1,Taita Taveta,County,741.3846153846154
PNG.18_1,PNG,Papua New Guinea,PNG.18_1,Sandaun,Province,2919.794117647059
BRA.18_1,BRA,Brazil,BRA.18_1,Piauí,State,1004.4374158815613
BRA.6_1,BRA,Brazil,BRA.6_1,Ceará,State,887.5954022988506
COG.11_1,COG,Republic of Congo,COG.11_1,Pool,Region,1613.7
BDI.9_1,BDI,Burundi,BDI.9_1,Kayanza,Province,1349.6666666666667
BDI.5_1,BDI,Burundi,BDI.5_1,Cankuzo,Province,1026.5
TZA.8_1,TZA,Tanzania,TZA.8_1,Kigoma,Region,1070.4728682170542
TZA.9_1,TZA,Tanzania,TZA.9_1,Kilimanjaro,Region,851.2439024390244
IDN.28_1,IDN,Indonesia,IDN.28_1,Sulawesi Tenggara,Province,2084.3960396039606
IDN.19_1,IDN,Indonesia,IDN.19_1,Maluku,Province,2388.0373134328356
ECU.7_1,ECU,Ecuador,ECU.7_1,El Oro,Province,748.0625
PER.1_1,PER,Peru,PER.1_1,Amazonas,Region,1620.3305084745762
BDI.1_1,BDI,Burundi,BDI.1_1,Bubanza,Province,1036.3333333333333
BDI.8_1,BDI,Burundi,BDI.8_1,Karuzi,Province,1107.5
COD.13_1,COD,Democratic Republic of the Congo,COD.13_1,Kwilu,Province,1563.5627705627705
BDI.12_1,BDI,Burundi,BDI.12_1,Muramvya,Province,1289.5
BDI.7_1,BDI,Burundi,BDI.7_1,Gitega,Province,1184.6
BDI.17_1,BDI,Burundi,BDI.17_1,Ruyigi,Province,1148.625
TZA.23_1,TZA,Tanzania,TZA.23_1,Shinyanga,Region,825.3958333333334
ECU.12_1,ECU,Ecuador,ECU.12_1,Loja,Province,842.4193548387096
ECU.24_1,ECU,Ecuador,ECU.24_1,Zamora Chinchipe,Province,1299.1470588235295
BDI.2_1,BDI,Burundi,BDI.2_1,Bujumbura Mairie,Province,895.0
BDI.3_1,BDI,Burundi,BDI.3_1,Bujumbura Rural,Province,1187.0
BDI.14_1,BDI,Burundi,BDI.14_1,Mwaro,Province,1313.6666666666667
PNG.5_1,PNG,Papua New Guinea,PNG.5_1,East Sepik,Province,2725.846153846154
PER.25_1,PER,Peru,PER.25_1,Tumbes,Region,332.6923076923077
COG.5_1,COG,Republic of Congo,COG.5_1,Kouilou,Region,1292.2105263157894
COG.1_1,COG,Republic of Congo,COG.1_1,Bouenza,Region,1325.081081081081
BDI.4_1,BDI,Burundi,BDI.4_1,Bururi,Province,1273.1
TZA.11_1,TZA,Tanzania,TZA.11_1,Manyara,Region,686.8785714285714
KEN.19_1,KEN,Kenya,KEN.19_1,Kwale,County,868.4545454545455
BDI.16_1,BDI,Burundi,BDI.16_1,Rutana,Province,1209.1666666666667
TZA.26_1,TZA,Tanzania,TZA.26_1,Tabora,Region,883.579185520362
TZA.25_1,TZA,Tanzania,TZA.25_1,Singida,Region,648.7785714285715
IDN.17_1,IDN,Indonesia,IDN.17_1,Lampung,Province,2508.659793814433
COD.10_1,COD,Democratic Republic of the Congo,COD.10_1,Kinshasa,Province,1537.0
BDI.11_1,BDI,Burundi,BDI.11_1,Makamba,Province,1201.7777777777778
KEN.28_1,KEN,Kenya,KEN.28_1,Mombasa,County,1085.0
PNG.11_1,PNG,Papua New Guinea,PNG.11_1,Madang,Province,2885.7816091954023
PER.21_1,PER,Peru,PER.21_1,Piura,Region,283.91509433962267
COG.2_1,COG,Republic of Congo,COG.2_1,Brazzaville,Region,1452.0
COD.12_1,COD,Democratic Republic of the Congo,COD.12_1,Kwango,Province,1573.1132075471698
COD.7_1,COD,Democratic Republic of the Congo,COD.7_1,Kasaï-Central,Province,1557.4610778443114
TZA.27_1,TZA,Tanzania,TZA.27_1,Tanga,Region,931.4814814814815
PNG.4_1,PNG,Papua New Guinea,PNG.4_1,East New Britain,Province,3227.222222222222
AGO.4_1,AGO,Angola,AGO.4_1,Cabinda,Province,1084.6315789473683
COD.11_1,COD,Democratic Republic of the Congo,COD.11_1,Kongo-Central,Province,1266.2077922077922
TZA.3_1,TZA,Tanzania,TZA.3_1,Dodoma,Region,612.6935483870968
PER.6_1,PER,Peru,PER.6_1,Cajamarca,Region,859.3229166666666
BRA.20_1,BRA,Brazil,BRA.20_1,Rio Grande do Norte,State,760.8050314465409
COD.14_1,COD,Democratic Republic of the Congo,COD.14_1,Lomami,Province,1392.2592592592594
TZA.18_1,TZA,Tanzania,TZA.18_1,Pemba North,Region,1620.5
COD.24_1,COD,Democratic Republic of the Congo,COD.24_1,Tanganyika,Province,1108.1867007672633
PNG.22_1,PNG,Papua New Guinea,PNG.22_1,Western,Province,3131.6851211072662
PNG.9_1,PNG,Papua New Guinea,PNG.9_1,Hela,Province,3366.6451612903224
PNG.7_1,PNG,Papua New Guinea,PNG.7_1,Enga,Province,2883.3125
PNG.20_1,PNG,Papua New Guinea,PNG.20_1,West New Britain,Province,3616.7868852459014
PNG.1_1,PNG,Papua New Guinea,PNG.1_1,Bougainville,Autonomous Region,3356.6774193548385
BRA.27_1,BRA,Brazil,BRA.27_1,Tocantins,State,1593.963503649635
TZA.7_1,TZA,Tanzania,TZA.7_1,Katavi,Region,1005.75
TZA.19_1,TZA,Tanzania,TZA.19_1,Pemba South,Region,1667.0
PNG.21_1,PNG,Papua New Guinea,PNG.21_1,Western Highlands,Province,2912.076923076923
PER.23_1,PER,Peru,PER.23_1,San Martín,Region,1578.5172413793102
PNG.10_1,PNG,Papua New Guinea,PNG.10_1,Jiwaka,Province,2901.9285714285716
PNG.14_1,PNG,Papua New Guinea,PNG.14_1,Morobe,Province,2541.938775510204
PER.14_1,PER,Peru,PER.14_1,Lambayeque,Region,154.85365853658536
COD.8_1,COD,Democratic Republic of the Congo,COD.8_1,Kasaï-Oriental,Province,1524.5862068965516
IDN.10_1,IDN,Indonesia,IDN.10_1,Jawa Tengah,Province,2566.4285714285716
AGO.18_1,AGO,Angola,AGO.18_1,Zaire,Province,961.2407407407408
AGO.17_1,AGO,Angola,AGO.17_1,Uíge,Province,1312.1329787234042
TZA.14_1,TZA,Tanzania,TZA.14_1,Morogoro,Region,1261.5424528301887
TZA.20_1,TZA,Tanzania,TZA.20_1,Pwani,Region,1047.28125
